timestamp_ms,ax_raw,ay_raw,az_raw,label
3845,-8,2047,-559,anomalie
3850,269,-86,-4,anomalie
3855,457,800,-78,anomalie
3860,153,2047,-364,anomalie
3865,-369,82,265,anomalie
3870,149,640,496,anomalie
3875,-312,2047,-1387,anomalie
3880,611,316,-398,anomalie
3885,-220,503,251,anomalie
3890,-193,2047,-58,anomalie
3895,-154,570,-422,anomalie
3900,111,300,308,anomalie
3905,-185,2047,-282,anomalie
3910,257,816,19,anomalie
3915,-585,214,667,anomalie
3920,588,2047,-215,anomalie
3925,-596,1242,-1097,anomalie
3930,395,-141,415,anomalie
3935,142,2047,-122,anomalie
3940,322,1269,-274,anomalie
3945,-243,-157,50,anomalie
3950,-123,1992,-282,anomalie
3955,-792,1363,101,anomalie
3960,38,-235,554,anomalie
3965,-97,1757,7,anomalie
3970,795,1542,-473,anomalie
3975,-127,-106,42,anomalie
3980,-39,1585,97,anomalie
3985,69,1605,-75,anomalie
3990,230,-114,-360,anomalie
3995,15,1535,-461,anomalie
4000,-362,1699,-243,anomalie
4005,-846,-305,957,anomalie
4010,84,1335,-114,anomalie
4015,238,1722,-254,anomalie
4020,638,-235,117,anomalie
4025,103,1265,214,anomalie
4030,-500,1843,-4,anomalie
4035,180,-196,511,anomalie
4040,-362,1347,-1012,anomalie
4045,607,1972,-547,anomalie
4050,-220,-157,390,anomalie
4055,-208,859,601,anomalie
4060,-158,2047,-719,anomalie
4065,119,-98,31,anomalie
4070,-458,785,308,anomalie
4075,430,2047,-325,anomalie
4080,-393,23,183,anomalie
4085,607,695,238,anomalie
4090,-396,2047,-926,anomalie
4095,557,195,11,anomalie
4100,30,582,343,anomalie
4105,495,2047,-954,anomalie
4110,-58,468,-551,anomalie
4115,-262,433,258,anomalie
4120,-961,2047,164,anomalie
4125,272,667,-172,anomalie
4130,61,265,402,anomalie
4135,761,2047,-492,anomalie
4140,-112,1011,-250,anomalie
4145,-427,58,722,anomalie
4150,192,2047,-114,anomalie
4155,-131,1296,-1297,anomalie
4160,326,-122,82,anomalie
4165,-35,2046,-122,anomalie
4170,-512,1234,360,anomalie
4175,-85,-200,199,anomalie
4180,234,1859,-317,anomalie
4185,92,1425,-293,anomalie
4190,96,-200,652,anomalie
4195,-523,1648,171,anomalie
4200,457,1601,-227,anomalie
4205,-343,-43,-309,anomalie
4210,415,1562,-133,anomalie
4215,3,1621,-94,anomalie
4220,361,-204,227,anomalie
4225,-220,1484,-438,anomalie
4230,-300,1695,-282,anomalie
4235,-850,-286,824,anomalie
4240,219,1300,82,anomalie
4245,103,1738,-129,anomalie
4250,761,-208,109,anomalie
4255,-43,1281,-32,anomalie
4260,-204,1835,-83,anomalie
4265,26,-180,488,anomalie
4270,-50,1265,-860,anomalie
4275,438,2047,-731,anomalie
4280,-343,-133,269,anomalie
4285,-831,800,933,anomalie
4290,-74,2047,-617,anomalie
4295,257,-102,15,anomalie
4300,230,789,0,anomalie
4305,242,2047,-317,anomalie
4310,-508,58,320,anomalie
4315,257,664,464,anomalie
4320,-423,2047,-1274,anomalie
4325,684,277,-282,anomalie
4330,-127,554,312,anomalie
4335,249,2047,-356,anomalie
4340,-243,542,-493,anomalie
4345,-127,339,296,anomalie
4350,-696,2047,-102,anomalie
4355,334,773,-40,anomalie
4360,-373,250,500,anomalie
4365,795,2047,-387,anomalie
4370,-446,1187,-747,anomalie
4375,176,-43,531,anomalie
4380,172,2047,-63,anomalie
4385,384,1316,-797,anomalie
4390,-93,-114,-8,anomalie
4395,-181,2007,-188,anomalie
4400,-1019,1285,386,anomalie
4405,65,-188,445,anomalie
4410,276,1785,-149,anomalie
4415,807,1527,-520,anomalie
4420,26,-145,523,anomalie
4425,-439,1621,242,anomalie
